CoC_Number,CoC_Name,CoC_Category,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_TH_Homeless,Sheltered_SH_Homeless,Sheltered_Total_Homeless,Unsheltered_Homeless,Homeless_Individuals,Sheltered_ES_Homeless_Individuals,Sheltered_TH_Homeless_Individuals,Sheltered_SH_Homeless_Individuals,Sheltered_Total_Homeless_Individuals,Unsheltered_Homeless_Individuals,Homeless_People_in_Families,Sheltered_ES_Homeless_People_in_Families,Sheltered_TH_Homeless_People_in_Families,Sheltered_Total_Homeless_People_in_Families,Unsheltered_Homeless_People_in_Families,Homeless_Family_Households,Sheltered_ES_Homeless_Family_Households,Sheltered_TH_Homeless_Family_Households,Sheltered_Total_Homeless_Family_Households,Unsheltered_Homeless_Family_Households,Chronically_Homeless,Sheltered_ES_Chronically_Homeless,Sheltered_SH_Chronically_Homeless,Sheltered_Total_Chronically_Homeless,Unsheltered_Chronically_Homeless,Chronically_Homeless_Individuals,Sheltered_ES_Chronically_Homeless_Individuals,Sheltered_SH_Chronically_Homeless_Individuals,Sheltered_Total_Chronically_Homeless_Individuals,Unsheltered_Chronically_Homeless_Individuals,Chronically_Homeless_People_in_Families,Sheltered_ES_Chronically_Homeless_People_in_Families,Sheltered_Total_Chronically_Homeless_People_in_Families,Unsheltered_Chronically_Homeless_People_in_Families,Homeless_Veterans,Sheltered_ES_Homeless_Veterans,Sheltered_TH_Homeless_Veterans,Sheltered_SH_Homeless_Veterans,Sheltered_Total_Homeless_Veterans,Unsheltered_Homeless_Veterans,Homeless_Unaccompanied_Youth_Under_25,Sheltered_ES_Homeless_Unaccompanied_Youth_Under_25,Sheltered_TH_Homeless_Unaccompanied_Youth_Under_25,Sheltered_SH_Homeless_Unaccompanied_Youth_Under_25,Sheltered_Total_Homeless_Unaccompanied_Youth_Under_25,Unsheltered_Homeless_Unaccompanied_Youth_Under_25,Homeless_Unaccompanied_Youth_Under_18,Sheltered_ES_Homeless_Unaccompanied_Youth_Under_18,Sheltered_TH_Homeless_Unaccompanied_Youth_Under_18,Sheltered_SH_Homeless_Unaccompanied_Youth_Under_18,Sheltered_Total_Homeless_Unaccompanied_Youth_Under_18,Unsheltered_Homeless_Unaccompanied_Youth_Under_18,Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_ES_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_TH_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_SH_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_Total_Homeless_Unaccompanied_Youth_Age_18_24,Unsheltered_Homeless_Unaccompanied_Youth_Age_18_24,Homeless_Parenting_Youth_Under_25,Sheltered_ES_Homeless_Parenting_Youth_Under_25,Sheltered_TH_Homeless_Parenting_Youth_Under_25,Sheltered_Total_Homeless_Parenting_Youth_Under_25,Unsheltered_Homeless_Parenting_Youth_Under_25,Homeless_Parenting_Youth_Under_18,Sheltered_ES_Homeless_Parenting_Youth_Under_18,Sheltered_TH_Homeless_Parenting_Youth_Under_18,Sheltered_Total_Homeless_Parenting_Youth_Under_18,Unsheltered_Homeless_Parenting_Youth_Under_18,Homeless_Parenting_Youth_Age_18_24,Sheltered_ES_Homeless_Parenting_Youth_Age_18_24,Sheltered_TH_Homeless_Parenting_Youth_Age_18_24,Sheltered_Total_Homeless_Parenting_Youth_Age_18_24,Unsheltered_Homeless_Parenting_Youth_Age_18_24,Homeless_Children_of_Parenting_Youth,Sheltered_ES_Homeless_Children_of_Parenting_Youth,Sheltered_TH_Homeless_Children_of_Parenting_Youth,Sheltered_Total_Homeless_Children_of_Parenting_Youth,Unsheltered_Homeless_Children_of_Parenting_Youth,Count_Year
IL-501,"Rockford/Winnebago, Boone Counties CoC",,291,183,76,0,259,32,178,117,29,0,146,32,113,66,47,113,0,38,22,16,38,0,31,14,0,14,17,31,14,0,14,17,0,0,0,0,23,7,13,0,20,3,13,8,2,0,10,3,0,0,0,0,0,0,13,8,2,0,10,3,18,5,13,18,0,0,0,0,0,0,18,5,13,18,0,34,5,29,34,0,2017
IL-502,"Waukegan, North Chicago/Lake County CoC",Suburban CoCs,277,165,88,0,253,24,161,104,33,0,137,24,116,61,55,116,0,38,19,19,38,0,33,26,0,26,7,29,22,0,22,7,4,4,4,0,13,12,1,0,13,0,12,7,5,0,12,0,0,0,0,0,0,0,12,7,5,0,12,0,7,3,4,7,0,0,0,0,0,0,7,3,4,7,0,9,6,3,9,0,2018
IL-502,"Waukegan, North Chicago/Lake County CoC",,228,125,76,0,201,27,122,66,29,0,95,27,106,59,47,106,0,32,17,15,32,0,18,8,0,8,10,18,8,0,8,10,0,0,0,0,8,3,2,0,5,3,7,5,1,0,6,1,0,0,0,0,0,0,7,5,1,0,6,1,4,1,3,4,0,0,0,0,0,0,4,1,3,4,0,8,3,5,8,0,2017
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",Other Urban CoCs,188,109,70,0,179,9,121,75,37,0,112,9,67,34,33,67,0,20,9,11,20,0,9,8,0,8,1,9,8,0,8,1,0,0,0,0,7,5,1,0,6,1,11,10,1,0,11,0,2,2,0,0,2,0,9,8,1,0,9,0,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,7,7,0,7,0,2018
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",,160,57,86,0,143,17,100,45,42,0,87,13,60,12,44,56,4,20,4,15,19,1,11,8,0,8,3,11,8,0,8,3,0,0,0,0,6,1,2,0,3,3,16,9,7,0,16,0,5,5,0,0,5,0,11,4,7,0,11,0,4,2,2,4,0,0,0,0,0,0,4,2,2,4,0,7,3,4,7,0,2017
IL-504,Madison County CoC,Suburban CoCs,146,95,0,0,95,51,88,44,0,0,44,44,58,51,0,51,7,17,15,0,15,2,22,3,0,3,19,15,1,0,1,14,7,2,2,5,5,3,0,0,3,2,5,4,0,0,4,1,3,3,0,0,3,0,2,1,0,0,1,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0,2018
IL-504,Madison County CoC,,176,77,78,0,155,21,51,22,11,0,33,18,125,55,67,122,3,35,17,17,34,1,28,23,0,23,5,6,4,0,4,2,22,19,19,3,10,6,0,0,6,4,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,6,5,1,6,0,0,0,0,0,0,6,5,1,6,0,12,10,2,12,0,2017
IL-506,"Joliet, Bolingbrook/Will County CoC",Suburban CoCs,341,167,131,0,298,43,181,96,42,0,138,43,160,71,89,160,0,50,24,26,50,0,23,10,0,10,13,23,10,0,10,13,0,0,0,0,16,2,13,0,15,1,16,9,3,0,12,4,0,0,0,0,0,0,16,9,3,0,12,4,6,1,5,6,0,0,0,0,0,0,6,1,5,6,0,10,2,8,10,0,2018
IL-506,"Joliet, Bolingbrook/Will County CoC",,282,143,108,0,251,31,185,107,47,0,154,31,97,36,61,97,0,27,10,17,27,0,24,11,0,11,13,24,11,0,11,13,0,0,0,0,18,7,10,0,17,1,13,9,2,0,11,2,0,0,0,0,0,0,13,9,2,0,11,2,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,5,2,3,5,0,2017
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",Suburban CoCs,400,291,72,3,366,34,248,184,29,3,216,32,152,107,43,150,2,41,27,13,40,1,54,46,1,47,7,54,46,1,47,7,0,0,0,0,37,23,5,3,31,6,13,9,4,0,13,0,0,0,0,0,0,0,13,9,4,0,13,0,4,2,1,3,1,0,0,0,0,0,4,2,1,3,1,5,3,1,4,1,2018
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",,329,232,61,0,293,36,240,181,23,0,204,36,89,51,38,89,0,29,16,13,29,0,73,60,0,60,13,66,53,0,53,13,7,7,7,0,32,30,2,0,32,0,23,9,5,0,14,9,0,0,0,0,0,0,23,9,5,0,14,9,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0,2017
IL-508,"East St. Louis, Belleville/St. Clair County CoC",Suburban CoCs,250,55,105,0,160,90,124,20,41,0,61,63,126,35,64,99,27,40,11,23,34,6,26,10,0,10,16,17,3,0,3,14,9,7,7,2,29,7,17,0,24,5,11,2,1,0,3,8,0,0,0,0,0,0,11,2,1,0,3,8,7,1,6,7,0,0,0,0,0,0,7,1,6,7,0,14,1,13,14,0,2018
IL-508,"East St. Louis, Belleville/St. Clair County CoC",,300,26,128,0,154,146,174,6,50,0,56,118,126,20,78,98,28,42,7,26,33,9,21,0,0,0,21,19,0,0,0,19,2,0,0,2,36,0,24,0,24,12,5,0,2,0,2,3,0,0,0,0,0,0,5,0,2,0,2,3,10,2,8,10,0,0,0,0,0,0,10,2,8,10,0,16,5,11,16,0,2017
IL-509,Dekalb City & County CoC,Suburban CoCs,100,75,22,0,97,3,45,39,3,0,42,3,55,36,19,55,0,19,12,7,19,0,7,4,0,4,3,7,4,0,4,3,0,0,0,0,5,4,1,0,5,0,12,11,1,0,12,0,0,0,0,0,0,0,12,11,1,0,12,0,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,4,4,0,4,0,2018
IL-509,Dekalb City & County CoC,,90,72,15,0,87,3,51,46,2,0,48,3,39,26,13,39,0,11,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2017
IL-510,Chicago CoC,Major Cities,5450,3111,941,41,4093,1357,3553,1629,533,41,2203,1350,1897,1482,408,1890,7,561,417,141,558,3,971,395,41,436,535,881,307,41,348,533,90,88,88,2,494,194,95,7,296,198,310,181,83,5,269,41,7,3,4,0,7,0,303,178,79,5,262,41,128,62,65,127,1,0,0,0,0,0,128,62,65,127,1,197,104,92,196,1,2018
IL-510,Chicago CoC,,5657,1368,2688,40,4096,1561,3724,1127,998,40,2165,1559,1933,241,1690,1931,2,571,83,487,570,1,863,251,40,291,572,858,248,40,288,570,5,3,3,2,528,44,238,1,283,245,277,85,128,0,213,64,3,0,0,0,0,3,274,85,128,0,213,61,161,20,141,161,0,0,0,0,0,0,161,20,141,161,0,217,26,191,217,0,2017
IL-511,Cook County CoC,Suburban CoCs,873,511,246,24,781,92,559,369,77,24,470,89,314,142,169,311,3,105,44,60,104,1,134,96,15,111,23,131,93,15,108,23,3,3,3,0,50,15,21,11,47,3,62,21,37,1,59,3,1,1,0,0,1,0,61,20,37,1,58,3,21,7,12,19,2,0,0,0,0,0,21,7,12,19,2,24,7,16,23,1,2018
IL-511,Cook County CoC,,780,443,222,23,688,92,508,321,75,23,419,89,272,122,147,269,3,93,40,52,92,1,107,72,12,84,23,104,69,12,81,23,3,3,3,0,53,20,20,10,50,3,43,11,29,0,40,3,0,0,0,0,0,0,43,11,29,0,40,3,15,3,10,13,2,0,0,0,0,0,15,3,10,13,2,20,4,15,19,1,2017
IL-512,Bloomington/Central Illinois CoC,Rural CoCs,387,285,77,0,362,25,248,197,28,0,225,23,139,88,49,137,2,52,33,18,51,1,43,31,0,31,12,34,22,0,22,12,9,9,9,0,10,9,0,0,9,1,69,50,17,0,67,2,23,19,4,0,23,0,46,31,13,0,44,2,9,7,1,8,1,0,0,0,0,0,9,7,1,8,1,13,10,2,12,1,2018
IL-512,Bloomington/Central Illinois CoC,,433,282,98,12,392,41,253,184,37,12,233,20,180,98,61,159,21,63,27,27,54,9,52,45,0,45,7,46,39,0,39,7,6,6,6,0,21,13,0,5,18,3,53,39,14,0,53,0,28,21,7,0,28,0,25,18,7,0,25,0,8,3,2,5,3,1,0,1,1,0,7,3,1,4,3,14,7,3,10,4,2017
IL-513,Springfield/Sangamon County CoC,Other Urban CoCs,271,176,76,0,252,19,195,142,36,0,178,17,76,34,40,74,2,27,11,15,26,1,32,26,0,26,6,30,24,0,24,6,2,2,2,0,18,6,12,0,18,0,12,9,3,0,12,0,0,0,0,0,0,0,12,9,3,0,12,0,4,2,2,4,0,0,0,0,0,0,4,2,2,4,0,4,2,2,4,0,2018
IL-513,Springfield/Sangamon County CoC,,230,138,81,0,219,11,171,123,37,0,160,11,59,15,44,59,0,20,5,15,20,0,29,26,0,26,3,26,23,0,23,3,3,3,3,0,16,1,13,0,14,2,8,4,4,0,8,0,0,0,0,0,0,0,8,4,4,0,8,0,3,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,0,3,3,0,2017
IL-514,DuPage County CoC,Suburban CoCs,295,168,107,5,280,15,171,118,33,5,156,15,124,50,74,124,0,45,16,29,45,0,31,28,0,28,3,31,28,0,28,3,0,0,0,0,12,7,0,5,12,0,44,11,33,0,44,0,6,5,1,0,6,0,38,6,32,0,38,0,19,1,18,19,0,0,0,0,0,0,19,1,18,19,0,22,1,21,22,0,2018
IL-514,DuPage County CoC,,331,195,121,0,316,15,205,149,41,0,190,15,126,46,80,126,0,45,15,30,45,0,36,33,0,33,3,36,33,0,33,3,0,0,0,0,8,3,5,0,8,0,48,15,33,0,48,0,3,3,0,0,3,0,45,12,33,0,45,0,15,0,15,15,0,0,0,0,0,0,15,0,15,15,0,15,0,15,15,0,2017
IL-515,South Central Illinois CoC,Rural CoCs,92,49,21,0,70,22,44,22,3,0,25,19,48,27,18,45,3,17,9,7,16,1,5,1,0,1,4,2,1,0,1,1,3,0,0,3,3,1,0,0,1,2,2,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2018
IL-515,South Central Illinois CoC,,108,49,27,0,76,32,44,19,1,0,20,24,64,30,26,56,8,19,9,8,17,2,5,3,0,3,2,5,3,0,3,2,0,0,0,0,3,3,0,0,3,0,6,3,0,0,3,3,0,0,0,0,0,0,6,3,0,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,4,2017
IL-516,Decatur/Macon County CoC,Other Urban CoCs,161,87,53,0,140,21,98,69,11,0,80,18,63,18,42,60,3,18,4,13,17,1,16,13,0,13,3,16,13,0,13,3,0,0,0,0,4,4,0,0,4,0,6,2,2,0,4,2,0,0,0,0,0,0,6,2,2,0,4,2,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,3,1,2,3,0,2018
IL-516,Decatur/Macon County CoC,,130,90,24,0,114,16,107,82,9,0,91,16,23,8,15,23,0,10,3,7,10,0,23,21,0,21,2,23,21,0,21,2,0,0,0,0,11,9,0,0,9,2,5,5,0,0,5,0,1,1,0,0,1,0,4,4,0,0,4,0,3,2,1,3,0,0,0,0,0,0,3,2,1,3,0,5,4,1,5,0,2017
IL-517,"Aurora, Elgin/Kane County CoC",Suburban CoCs,430,337,68,0,405,25,318,280,13,0,293,25,112,57,55,112,0,32,19,13,32,0,145,130,0,130,15,123,108,0,108,15,22,22,22,0,22,20,2,0,22,0,22,21,1,0,22,0,1,1,0,0,1,0,21,20,1,0,21,0,4,3,1,4,0,0,0,0,0,0,4,3,1,4,0,5,3,2,5,0,2018
IL-517,"Aurora, Elgin/Kane County CoC",,360,268,67,0,335,25,266,228,13,0,241,25,94,40,54,94,0,27,13,14,27,0,63,48,0,48,15,61,46,0,46,15,2,2,2,0,21,21,0,0,21,0,14,14,0,0,14,0,0,0,0,0,0,0,14,14,0,0,14,0,5,3,2,5,0,0,0,0,0,0,5,3,2,5,0,9,7,2,9,0,2017
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",Rural CoCs,198,143,39,0,182,16,138,107,15,0,122,16,60,36,24,60,0,22,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,16,11,4,0,15,1,0,0,0,0,0,0,16,11,4,0,15,1,15,8,7,15,0,3,0,3,3,0,12,8,4,12,0,17,8,9,17,0,2018
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",,243,135,99,0,234,9,132,86,37,0,123,9,111,49,62,111,0,37,14,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,1,0,22,2,33,8,24,0,32,1,1,1,0,0,1,0,32,7,24,0,31,1,11,3,8,11,0,0,0,0,0,0,11,3,8,11,0,11,3,8,11,0,2017
IL-519,West Central Illinois CoC,Rural CoCs,67,46,21,0,67,0,23,19,4,0,23,0,44,27,17,44,0,14,8,6,14,0,2,2,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,6,0,1,1,0,0,1,0,5,3,2,0,5,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,3,3,0,3,0,2018
IL-519,West Central Illinois CoC,,80,45,35,0,80,0,49,30,19,0,49,0,31,15,16,31,0,12,6,6,12,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,9,4,5,0,9,0,3,3,0,0,3,0,6,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
IL-520,Southern Illinois CoC,Rural CoCs,282,156,78,0,234,48,144,79,27,0,106,38,138,77,51,128,10,55,28,24,52,3,31,16,0,16,15,25,10,0,10,15,6,6,6,0,11,1,4,0,5,6,22,11,5,0,16,6,1,1,0,0,1,0,21,10,5,0,15,6,10,7,3,10,0,0,0,0,0,0,10,7,3,10,0,12,8,4,12,0,2018
IL-520,Southern Illinois CoC,,435,185,113,0,298,137,247,107,56,0,163,84,188,78,57,135,53,76,30,23,53,23,85,40,0,40,45,15,10,0,10,5,70,30,30,40,19,8,5,0,13,6,136,57,30,0,87,49,0,0,0,0,0,0,136,57,30,0,87,49,19,8,3,11,8,0,0,0,0,0,19,8,3,11,8,19,8,3,11,8,2017
IN-502,Indiana Balance of State CoC,Rural CoCs,3576,2288,822,23,3133,443,2477,1590,429,23,2042,435,1099,698,393,1091,8,353,227,123,350,3,244,243,0,243,1,235,234,0,234,1,9,9,9,0,278,134,85,23,242,36,202,123,43,0,166,36,21,17,3,0,20,1,181,106,40,0,146,35,46,32,14,46,0,1,0,1,1,0,45,32,13,45,0,65,42,23,65,0,2018
IN-502,Indiana Balance of State CoC,,3655,2237,952,23,3212,443,2340,1444,458,23,1925,415,1315,793,494,1287,28,418,253,156,409,9,330,313,5,318,12,305,288,5,293,12,25,25,25,0,287,128,105,23,256,31,221,145,43,1,189,32,28,23,4,0,27,1,193,122,39,1,162,31,55,29,25,54,1,0,0,0,0,0,55,29,25,54,1,71,37,33,70,1,2017
IN-503,Indianapolis CoC,Major Cities,1682,1082,396,68,1546,136,1299,786,309,68,1163,136,383,296,87,383,0,128,98,30,128,0,205,111,48,159,46,193,99,48,147,46,12,12,12,0,261,80,167,2,249,12,66,43,14,0,57,9,0,0,0,0,0,0,66,43,14,0,57,9,22,17,5,22,0,0,0,0,0,0,22,17,5,22,0,38,28,10,38,0,2018
IN-503,Indianapolis CoC,,1783,1131,505,21,1657,126,1283,788,348,21,1157,126,500,343,157,500,0,158,110,48,158,0,207,148,17,165,42,181,122,17,139,42,26,26,26,0,328,58,253,2,313,15,73,52,9,2,63,10,2,2,0,0,2,0,71,50,9,2,61,10,15,8,7,15,0,0,0,0,0,0,15,8,7,15,0,22,10,12,22,0,2017
KS-502,Wichita/Sedgwick County CoC,Major Cities,573,393,118,4,515,58,421,292,67,4,363,58,152,101,51,152,0,45,29,16,45,0,33,17,3,20,13,33,17,3,20,13,0,0,0,0,58,47,7,0,54,4,48,30,13,0,43,5,4,0,4,0,4,0,44,30,9,0,39,5,7,5,2,7,0,0,0,0,0,0,7,5,2,7,0,12,10,2,12,0,2018
KS-502,Wichita/Sedgwick County CoC,,575,348,110,6,464,111,395,239,39,6,284,111,180,109,71,180,0,54,33,21,54,0,39,7,0,7,32,39,7,0,7,32,0,0,0,0,57,36,0,1,37,20,22,9,7,0,16,6,1,1,0,0,1,0,21,8,7,0,15,6,12,7,5,12,0,0,0,0,0,0,12,7,5,12,0,19,10,9,19,0,2017
KS-503,Topeka/Shawnee County CoC,Other Urban CoCs,408,287,60,0,347,61,282,195,26,0,221,61,126,92,34,126,0,38,28,10,38,0,141,94,0,94,47,130,83,0,83,47,11,11,11,0,58,41,8,0,49,9,16,16,0,0,16,0,0,0,0,0,0,0,16,16,0,0,16,0,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,8,8,0,8,0,2018
KS-503,Topeka/Shawnee County CoC,,356,264,58,0,322,34,247,184,29,0,213,34,109,80,29,109,0,36,26,10,36,0,119,114,0,114,5,79,74,0,74,5,40,40,40,0,61,41,13,0,54,7,5,4,1,0,5,0,0,0,0,0,0,0,5,4,1,0,5,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2017
KS-505,"Overland Park, Shawnee/Johnson County CoC",Suburban CoCs,168,92,38,0,130,38,64,21,7,0,28,36,104,71,31,102,2,30,21,8,29,1,19,9,0,9,10,12,2,0,2,10,7,7,7,0,5,1,0,0,1,4,8,2,3,0,5,3,0,0,0,0,0,0,8,2,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
KS-505,"Overland Park, Shawnee/Johnson County CoC",,130,84,29,0,113,17,34,11,6,0,17,17,96,73,23,96,0,33,24,9,33,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,1,0,1,0,1,0,9,0,3,0,3,6,0,0,0,0,0,0,9,0,3,0,3,6,5,4,1,5,0,0,0,0,0,0,5,4,1,5,0,7,5,2,7,0,2017
KS-507,Kansas Balance of State CoC,Rural CoCs,918,499,258,0,757,161,581,343,77,0,420,161,337,156,181,337,0,91,44,47,91,0,82,56,0,56,26,78,52,0,52,26,4,4,4,0,58,52,0,0,52,6,54,37,6,0,43,11,3,3,0,0,3,0,51,34,6,0,40,11,9,4,5,9,0,0,0,0,0,0,9,4,5,9,0,16,5,11,16,0,2018
KS-507,Kansas Balance of State CoC,,1037,504,391,0,895,142,608,335,131,0,466,142,429,169,260,429,0,124,51,73,124,0,135,107,0,107,28,93,65,0,65,28,42,42,42,0,74,25,39,0,64,10,50,31,8,0,39,11,4,4,0,0,4,0,46,27,8,0,35,11,12,4,8,12,0,0,0,0,0,0,12,4,8,12,0,25,8,17,25,0,2017
KY-500,Kentucky Balance of State CoC,Rural CoCs,2077,1175,210,0,1385,692,1452,745,99,0,844,608,625,430,111,541,84,182,125,34,159,23,142,80,0,80,62,130,71,0,71,59,12,9,9,3,148,41,61,0,102,46,114,65,11,0,76,38,5,5,0,0,5,0,109,60,11,0,71,38,18,14,3,17,1,0,0,0,0,0,18,14,3,17,1,20,16,3,19,1,2018
KY-500,Kentucky Balance of State CoC,,1940,1072,343,0,1415,525,1326,691,189,0,880,446,614,381,154,535,79,201,127,50,177,24,164,86,0,86,78,142,71,0,71,71,22,15,15,7,161,64,72,0,136,25,135,78,16,0,94,41,6,3,0,0,3,3,129,75,16,0,91,38,42,23,13,36,6,1,0,1,1,0,41,23,12,35,6,56,36,14,50,6,2017
KY-501,Louisville-Jefferson County CoC,Major Cities,926,555,218,0,773,153,703,400,155,0,555,148,223,155,63,218,5,69,48,20,68,1,129,108,0,108,21,127,106,0,106,21,2,2,2,0,129,38,77,0,115,14,58,42,7,0,49,9,11,11,0,0,11,0,47,31,7,0,38,9,15,9,6,15,0,0,0,0,0,0,15,9,6,15,0,20,12,8,20,0,2018
KY-501,Louisville-Jefferson County CoC,,1034,524,359,0,883,151,769,412,208,0,620,149,265,112,151,263,2,88,39,48,87,1,123,87,0,87,36,123,87,0,87,36,0,0,0,0,166,38,113,0,151,15,53,39,9,0,48,5,11,10,0,0,10,1,42,29,9,0,38,4,16,5,11,16,0,0,0,0,0,0,16,5,11,16,0,28,6,22,28,0,2017
KY-502,Lexington-Fayette County CoC,Other Urban CoCs,685,610,52,0,662,23,580,505,52,0,557,23,105,105,0,105,0,35,35,0,35,0,98,91,0,91,7,92,85,0,85,7,6,6,6,0,92,39,52,0,91,1,21,16,0,0,16,5,3,3,0,0,3,0,18,13,0,0,13,5,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,4,4,0,4,0,2018
KY-502,Lexington-Fayette County CoC,,1051,578,420,2,1000,51,937,504,380,2,886,51,114,74,40,114,0,45,25,20,45,0,118,92,2,94,24,118,92,2,94,24,0,0,0,0,162,54,104,0,158,4,65,28,24,0,52,13,1,1,0,0,1,0,64,27,24,0,51,13,4,1,3,4,0,0,0,0,0,0,4,1,3,4,0,5,2,3,5,0,2017
LA-500,Lafayette/Acadiana CoC,Rural CoCs,363,120,70,0,190,173,284,74,39,0,113,171,79,46,31,77,2,24,15,8,23,1,64,18,0,18,46,61,15,0,15,46,3,3,3,0,26,9,11,0,20,6,14,5,2,0,7,7,0,0,0,0,0,0,14,5,2,0,7,7,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,5,5,0,5,0,2018
LA-500,Lafayette/Acadiana CoC,,357,149,112,0,261,96,226,93,54,0,147,79,131,56,58,114,17,37,16,17,33,4,49,26,0,26,23,43,20,0,20,23,6,6,6,0,36,12,18,0,30,6,4,1,1,0,2,2,0,0,0,0,0,0,4,1,1,0,2,2,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,6,2,4,6,0,2017
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",Other Urban CoCs,375,256,56,19,331,44,271,152,56,19,227,44,104,104,0,104,0,32,32,0,32,0,55,32,3,35,20,53,30,3,33,20,2,2,2,0,100,33,46,19,98,2,18,12,4,0,16,2,3,0,3,0,3,0,15,12,1,0,13,2,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,9,9,0,9,0,2018
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",,349,228,55,19,302,47,246,125,55,19,199,47,103,103,0,103,0,33,33,0,33,0,31,6,2,8,23,31,6,2,8,23,0,0,0,0,83,24,39,19,82,1,14,3,11,0,14,0,3,0,3,0,3,0,11,3,8,0,11,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,3,3,0,3,0,2017
LA-503,New Orleans/Jefferson Parish CoC,Major Cities,1188,390,187,17,594,594,1057,289,164,17,470,587,131,101,23,124,7,42,33,7,40,2,193,34,11,45,148,193,34,11,45,148,0,0,0,0,109,14,74,6,94,15,98,70,9,0,79,19,2,2,0,0,2,0,96,68,9,0,77,19,12,11,1,12,0,0,0,0,0,0,12,11,1,12,0,15,13,2,15,0,2018
LA-503,New Orleans/Jefferson Parish CoC,,1301,556,202,18,776,525,1158,436,187,18,641,517,143,120,15,135,8,41,31,7,38,3,404,106,18,124,280,404,106,18,124,280,0,0,0,0,113,16,80,0,96,17,118,85,1,2,88,30,5,5,0,0,5,0,113,80,1,2,83,30,12,11,1,12,0,0,0,0,0,0,12,11,1,12,0,19,18,1,19,0,2017
LA-505,Monroe/Northeast Louisiana CoC,Rural CoCs,187,54,125,0,179,8,76,44,29,0,73,3,111,10,96,106,5,34,3,30,33,1,10,7,0,7,3,10,7,0,7,3,0,0,0,0,7,5,1,0,6,1,14,2,12,0,14,0,0,0,0,0,0,0,14,2,12,0,14,0,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,5,0,5,5,0,2018
LA-505,Monroe/Northeast Louisiana CoC,,185,46,114,0,160,25,76,34,17,0,51,25,109,12,97,109,0,36,5,31,36,0,13,5,0,5,8,13,5,0,5,8,0,0,0,0,5,4,0,0,4,1,16,3,10,0,13,3,0,0,0,0,0,0,16,3,10,0,13,3,5,1,4,5,0,0,0,0,0,0,5,1,4,5,0,7,1,6,7,0,2017
